1.000000000000000000e+00 -0.000000000000000000e+00 -2.882661637699323043e-01 4.844023061452923939e-01
9.999939103736222856e-01 7.610774992781453076e-07 -2.882651272553238275e-01 4.843946351676797213e-01
9.999756413110150177e-01 3.044309424707391204e-06 -2.882620177751549218e-01 4.843716218816501162e-01
9.999451922617217381e-01 6.849694054736082287e-06 -2.882568355204379040e-01 4.843332652275282868e-01
9.999025623082223868e-01 1.217722850565904968e-05 -2.882495808096657841e-01 4.842795634388643022e-01
9.998477501657885291e-01 1.902690870992747909e-05 -2.882402540890309783e-01 4.842105140419384890e-01
9.997807541822866240e-01 2.739872938575962943e-05 -2.882288559327240152e-01 4.841261138550772003e-01
9.997015723379170105e-01 3.729268399802931937e-05 -2.882153870433187826e-01 4.840263589877661921e-01
9.996102022449042668e-01 4.870876471040228256e-05 -2.881998482522499794e-01 4.839112448395692101e-01
9.995066411471261736e-01 6.164696232868438995e-05 -2.881822405203695037e-01 4.837807660988440728e-01
9.993908859196807271e-01 7.610726623533794262e-05 -2.881625649385943788e-01 4.836349167412640759e-01
9.992629330684068556e-01 9.208966431511675637e-05 -2.881408227286467727e-01 4.834736900281340066e-01
9.991227787293359697e-01 1.095941428717627007e-04 -2.881170152438770060e-01 4.832970785045084261e-01
9.989704186680915532e-01 1.286206865357013881e-04 -2.880911439701784871e-01 4.831050739971035068e-01
9.988058482792299131e-01 1.491692781626647983e-04 -2.880632105269970156e-01 4.828976676120068090e-01
9.986290625855240854e-01 1.712398987231646054e-04 -2.880332166684240747e-01 4.826748497321776132e-01
9.984400562371805732e-01 1.948325271827312875e-04 -2.880011642843910979e-01 4.824366100147425840e-01
9.982388235110130070e-01 2.199471403728273892e-04 -2.879670554019511108e-01 4.821829373880794911e-01
9.980253583095398673e-01 2.465837128523360052e-04 -2.879308921866631232e-01 4.819138200486877133e-01
9.977996541600329117e-01 2.747422167595181238e-04 -2.878926769440625089e-01 4.816292454578465776e-01
9.975617042135038748e-01 3.044226216543253951e-04 -2.878524121212406861e-01 4.813292003380573170e-01
9.973115012436303273e-01 3.356248943509447806e-04 -2.878101003085162257e-01 4.810136706692627051e-01
9.970490376456193626e-01 3.683489987404497761e-04 -2.877657442412128730e-01 4.806826416848459238e-01
9.967743054350106657e-01 4.025948956034215991e-04 -2.877193468015353806e-01 4.803360978674041104e-01
9.964872962464266237e-01 4.383625424123885252e-04 -2.876709110205559194e-01 4.799740229442960859e-01
9.961880013322425009e-01 4.756518931239386871e-04 -2.876204400803031858e-01 4.795963998829531061e-01
9.958764115612154244e-01 5.144628979603400182e-04 -2.875679373159608088e-01 4.792032108859604067e-01
9.955525174170340996e-01 5.547955031805015683e-04 -2.875134062181817773e-01 4.787944373858978864e-01
9.952163089968153464e-01 5.966496508400944776e-04 -2.874568504355107246e-01 4.783700600399347080e-01
9.948677760095296918e-01 6.400252785406461810e-04 -2.873982737769261164e-01 4.779300587241838150e-01
9.945069077743678987e-01 6.849223191674131198e-04 -2.873376802145002906e-01 4.774744125278007068e-01
9.941336932190428799e-01 7.313407006158272093e-04 -2.872750738861795106e-01 4.770030997468268086e-01
9.937481208780192254e-01 7.792803455062970001e-04 -2.872104590986899741e-01 4.765160978777766010e-01
9.933501788906832219e-01 8.287411708871487504e-04 -2.871438403305752729e-01 4.760133836109570749e-01
9.929398549994475909e-01 8.797230879254571779e-04 -2.870752222353560867e-01 4.754949328235142936e-01
9.925171365477795105e-01 9.322260015855400508e-04 -2.870046096448312101e-01 4.749607205722107817e-01
9.920820104781697957e-01 9.862498102948531568e-04 -2.869320075725120267e-01 4.744107210859144774e-01
9.916344633300252509e-01 1.041794405597009938e-03 -2.868574212172004256e-01 4.738449077578053004e-01
9.911744812375025138e-01 1.098859671791676098e-03 -2.867808559667113788e-01 4.732632531372895079e-01
9.907020499272585212e-01 1.157445485561019996e-03 -2.867023174017442888e-01 4.726657289216051883e-01
9.902171547161338072e-01 1.217551715582446906e-03 -2.866218112999088796e-01 4.720523059471333216e-01
9.897197805087758482e-01 1.279178222127295029e-03 -2.865393436399077953e-01 4.714229541803856005e-01
9.892099117951651532e-01 1.342324856645154977e-03 -2.864549206058802922e-01 4.707776427086745041e-01
9.886875326480882853e-01 1.406991461333516975e-03 -2.863685485919175155e-01 4.701163397304565783e-01
9.881526267205336111e-01 1.473177868692346999e-03 -2.862802342067453099e-01 4.694390125453354878e-01
9.876051772429965681e-01 1.540883901063286104e-03 -2.861899842785874948e-01 4.687456275437211772e-01
9.870451670207247563e-01 1.610109370153029948e-03 -2.860978058602126062e-01 4.680361501961344817e-01
9.864725784308741030e-01 1.680854076540574948e-03 -2.860037062341672098e-01 4.673105450421506935e-01
9.858873934195961919e-01 1.753117809167862055e-03 -2.859076929182071125e-01 4.665687756789685947e-01
9.852895934990368865e-01 1.826900344813436926e-03 -2.858097736709258041e-01 4.658108047495960746e-01
9.846791597442550170e-01 1.902201447548681991e-03 -2.857099564975961181e-01 4.650365939306478902e-01
9.840560727900650173e-01 1.979020868176172183e-03 -2.856082496562212247e-01 4.642461039197338102e-01
9.834203128277895223e-01 2.057358343649666032e-03 -2.855046616638117762e-01 4.634392944224332012e-01
9.827718596019296982e-01 2.137213596475303831e-03 -2.853992013028918140e-01 4.626161241388498935e-01
9.821106924067531940e-01 2.218586334093441102e-03 -2.852918776282383218e-01 4.617765507497170741e-01
9.814367900827875024e-01 2.301476248240643969e-03 -2.851826999738705237e-01 4.609205309020619756e-01
9.807501310132282768e-01 2.385883014291316061e-03 -2.850716779602933126e-01 4.600480201943983882e-01
9.800506931202662697e-01 2.471806290578356952e-03 -2.849588215020005255e-01 4.591589731614427738e-01
9.793384538613041368e-01 2.559245717692316957e-03 -2.848441408152543874e-01 4.582533432583392741e-01
9.786133902251002992e-01 2.648200917758415998e-03 -2.847276464261455087e-01 4.573310828443746257e-01
9.778754787278018945e-01 2.738671493690861009e-03 -2.846093491789440932e-01 4.563921431661709938e-01
9.771246954089005676e-01 2.830657028423737200e-03 -2.844892602447582908e-01 4.554364743403382931e-01
9.763610158270679129e-01 2.924157084117919806e-03 -2.843673911305035218e-01 4.544640253355692883e-01
9.755844150559134231e-01 3.019171201343200973e-03 -2.842437536882007065e-01 4.534747439541597092e-01
9.747948676796307499e-01 3.115698898235019863e-03 -2.841183601246122792e-01 4.524685768129371177e-01
9.739923477885402692e-01 3.213739669625008833e-03 -2.839912230112294211e-01 4.514454693235718241e-01
9.731768289745310607e-01 3.313292986144573786e-03 -2.838623552946245021e-01 4.504053656722624144e-01
9.723482843264026343e-01 3.414358293300816943e-03 -2.837317703071837172e-01 4.493482087987600848e-01
9.715066864250903045e-01 3.516935010523854037e-03 -2.835994817782314104e-01 4.482739403747210138e-01
9.706520073387802094e-01 3.621022530184779976e-03 -2.834655038455671239e-01 4.471825007813560182e-01
