1.000926256179809570e+00 5.669072270393371582e-04 -2.532843649387359619e-01 2.500707209110260010e-01 -7.476419210433959961e-01 -2.506376206874847412e-01
1.000758171081542969e+00 5.940720438957214355e-04 -2.535220086574554443e-01 2.498763203620910645e-01 -7.472361326217651367e-01 -2.504703998565673828e-01
1.000652074813842773e+00 6.115660071372985840e-04 -2.536481320858001709e-01 2.494769692420959473e-01 -7.470039129257202148e-01 -2.500885426998138428e-01
1.000504732131958008e+00 6.434246897697448730e-04 -2.538172602653503418e-01 2.488360404968261719e-01 -7.466874718666076660e-01 -2.494794726371765137e-01
1.000286102294921875e+00 6.823018193244934082e-04 -2.540353536605834961e-01 2.480847984552383423e-01 -7.462507486343383789e-01 -2.487671077251434326e-01
1.000098824501037598e+00 7.084533572196960449e-04 -2.542667090892791748e-01 2.473756968975067139e-01 -7.458320856094360352e-01 -2.480841577053070068e-01
9.999064803123474121e-01 7.444396615028381348e-04 -2.544618844985961914e-01 2.466401904821395874e-01 -7.454445958137512207e-01 -2.473846375942230225e-01
9.997159838676452637e-01 7.849708199501037598e-04 -2.546404898166656494e-01 2.459194362163543701e-01 -7.450754642486572266e-01 -2.467043995857238770e-01
9.995293021202087402e-01 8.204653859138488770e-04 -2.548615038394927979e-01 2.452143728733062744e-01 -7.446677684783935547e-01 -2.460348308086395264e-01
9.993347525596618652e-01 8.544549345970153809e-04 -2.551049590110778809e-01 2.445151060819625854e-01 -7.442297935485839844e-01 -2.453695535659790039e-01
9.991402029991149902e-01 8.884891867637634277e-04 -2.553483545780181885e-01 2.438158541917800903e-01 -7.437918186187744141e-01 -2.447043359279632568e-01
9.988670945167541504e-01 9.346231818199157715e-04 -2.555964887142181396e-01 2.431054562330245972e-01 -7.432706356048583984e-01 -2.440400719642639160e-01
9.983884692192077637e-01 9.946748614311218262e-04 -2.560795545578002930e-01 2.423799335956573486e-01 -7.423089146614074707e-01 -2.433746159076690674e-01
