1.000000000000000000e+00 -0.000000000000000000e+00 -3.402277108349885948e-01 1.710225730170152059e-01
9.999931282472857008e-01 2.481466421147658739e-07 -3.402473371950974768e-01 1.709965979464883878e-01
9.999725128406923291e-01 9.924499389176205534e-07 -3.403062306190062780e-01 1.709186580118829124e-01
9.999381533348652429e-01 2.232499999650452174e-06 -3.404044341844102983e-01 1.707887089957920990e-01
9.998900489875569564e-01 3.967613666058303978e-06 -3.405420198443858126e-01 1.706066770411003020e-01
9.998281987596330245e-01 6.196834502327063682e-06 -3.407190886640366068e-01 1.703724584074683968e-01
9.997526013150899171e-01 8.918932781849041761e-06 -3.409357711544597214e-01 1.700859191277329097e-01
9.996632550210730050e-01 1.213240547167589007e-05 -3.411922277066576914e-01 1.697468945614666047e-01
9.995601579478954335e-01 1.583547621577536047e-05 -3.414886491289306769e-01 1.693551888421284124e-01
9.994433078690559968e-01 2.002609531847011150e-05 -3.418252572921121057e-01 1.689105742132729071e-01
9.993127022612814381e-01 2.470193972971218042e-05 -3.422023058880098723e-01 1.684127902483945893e-01
9.991683383045310007e-01 2.986041303413117075e-05 -3.426200813073799201e-01 1.678615429478537979e-01
9.990102128820517180e-01 3.549864544609380719e-05 -3.430789036449847229e-01 1.672565037052264059e-01
9.988383225803886267e-01 4.161349381332696328e-05 -3.435791278404362048e-01 1.665973081341106943e-01
9.986526636894225151e-01 4.820154163199205936e-05 -3.441211449649840270e-01 1.658835547450089043e-01
9.984532322023931261e-01 5.525909907645695275e-05 -3.447053836659699222e-01 1.651148034603079906e-01
9.982400238159356842e-01 6.278220304738804929e-05 -3.453323117824070865e-01 1.642905739535664988e-01
9.980130339300882225e-01 7.076661724220112361e-05 -3.460024381471776822e-01 1.634103437972808937e-01
9.977722576483184502e-01 7.920783225234630568e-05 -3.467163145936256741e-01 1.624735464009492980e-01
9.975176897775238638e-01 8.810106569238604932e-05 -3.474745381869441263e-01 1.614795687185830997e-01
9.972493248280380751e-01 9.744126236634393268e-05 -3.482777537038109217e-01 1.604277487017184978e-01
9.969671570136292571e-01 1.072230944773695988e-04 -3.491266563872140183e-01 1.593173724704093908e-01
9.966711802514633955e-01 1.174409618873894010e-04 -3.500219950075235120e-01 1.581476711705137872e-01
9.963613881620857482e-01 1.280889924340948896e-04 -3.509645752655856099e-01 1.569178174807492887e-01
9.960377740693492354e-01 1.391610423133673871e-04 -3.519552635792893014e-01 1.556269217272812921e-01
9.957003310003491592e-01 1.506506965360857020e-04 -3.529949913015791862e-01 1.542740275569385033e-01
9.953490516853347181e-01 1.625512694691657949e-04 -3.540847594257149900e-01 1.528581071121866974e-01
9.949839285575420300e-01 1.748558054717259036e-04 -3.552256438429016727e-01 1.513780556416199907e-01
9.946049537530944340e-01 1.875570796383879051e-04 -3.564188012283507900e-01 1.498326854684884080e-01
9.942121191107624600e-01 2.006475986630670957e-04 -3.576654756452825046e-01 1.482207192263053086e-01
9.938054161717391199e-01 2.141196018379475888e-04 -3.589670059722976925e-01 1.465407822543960958e-01
9.933848361793725656e-01 2.279650622040676111e-04 -3.603248342788710756e-01 1.447913940265879995e-01
9.929503700788030462e-01 2.421756878717011867e-04 -3.617405152975677884e-01 1.429709584623695962e-01
9.925020085165953132e-01 2.567429235308412816e-04 -3.632157271702902146e-01 1.410777529405672082e-01
9.920397418402200351e-01 2.716579521744520958e-04 -3.647522836816942116e-01 1.391099157995686064e-01
9.915635600975560848e-01 2.869116970598794810e-04 -3.663521482371738247e-01 1.370654320634946133e-01
9.910734530362449446e-01 3.024948239369430270e-04 -3.680174498979474906e-01 1.349421170779835921e-01
9.905694101029135501e-01 3.183977435748377104e-04 -3.697505018554039791e-01 1.327375976693296877e-01
9.900514204423590536e-01 3.346106146241597775e-04 -3.715538228147536870e-01 1.304492903521256020e-01
9.895194728965541753e-01 3.511233468552194112e-04 -3.734301618705309078e-01 1.280743759976046003e-01
9.889735560035314288e-01 3.679256048195745895e-04 -3.753825276012344170e-01 1.256097702294136087e-01
9.884136579960619562e-01 3.850068119884940952e-04 -3.774142222987396100e-01 1.230520886248093054e-01
9.878397668001642762e-01 4.023561554298998887e-04 -3.795288824951307816e-01 1.203976055515429966e-01
9.872518700334246278e-01 4.199625910951726069e-04 -3.817305272779005221e-01 1.176422051424075993e-01
